Vote;;;ALDE;;;;ECR;;;;EFDD;;;;ENF;;;;GUE/NGL;;;;NI;;;;PPE;;;;S&D;;;;Verts/ALE;;;
vote_year;vote_date;vote_name;ABST;CONTRE;POUR;Total;ABST;CONTRE;POUR;Total ECR;ABST;CONTRE;POUR;Total EFDD;ABST;CONTRE;POUR;Total ENF;ABST;CONTRE;POUR;Total GUE/NGL;ABST;CONTRE;POUR;Total NI;ABST;CONTRE;POUR;Total PPE;ABST;CONTRE;POUR;Total S&D;ABST;CONTRE;POUR;Total Verts/ALE
2017;13/12/2017;104. A8-0351/2017 Michael Gahler Am 9 13/12/2017;7;52;1;60;3;8;51;62;15;2;20;37;6;2;27;35;3;;44;47;1;1;14;16;;187;1;188;26;130;6;162;;1;46;47
2017;13/12/2017;105. A8-0351/2017 Michael Gahler Am 10 13/12/2017;2;59;;61;1;61;1;63;;15;22;37;2;4;29;35;;;47;47;;2;14;16;;195;;195;4;156;3;163;1;46;;47
2017;13/12/2017;106. A8-0351/2017 Michael Gahler Am 26 13/12/2017;;59;2;61;;64;;64;3;2;32;37;8;26;1;35;2;6;41;49;3;10;3;16;;192;;192;8;151;5;164;2;;45;47
2017;13/12/2017;107. A8-0351/2017 Michael Gahler Am 11 13/12/2017;1;59;1;61;;62;1;63;1;1;35;37;4;20;11;35;1;;48;49;1;5;10;16;;193;;193;9;149;5;163;1;;46;47
2017;13/12/2017;108. A8-0351/2017 Michael Gahler RÇsolution 13/12/2017;6;;56;62;2;55;7;64;;35;2;37;5;30;;35;4;44;;48;;15;1;16;3;1;189;193;39;12;112;163;2;45;1;48
2017;13/12/2017;109. A8-0350/2017 David McAllister ı 19/2 13/12/2017;2;5;55;62;;3;58;61;16;19;;35;;32;1;33;10;29;8;47;1;12;3;16;3;8;174;185;18;5;137;160;;2;46;48
2017;13/12/2017;11. B8-0677/2017 Am 12 13/12/2017;;62;1;63;2;63;;65;1;;38;39;21;4;10;35;7;41;1;49;5;6;5;16;;196;;196;;175;;175;;48;;48
2017;13/12/2017;110. A8-0350/2017 David McAllister ı 20/1 13/12/2017;1;1;60;62;;1;61;62;14;20;1;35;;29;5;34;1;7;40;48;3;11;2;16;1;6;179;186;2;4;151;157;;1;45;46
2017;13/12/2017;111. A8-0350/2017 David McAllister ı 20/2 13/12/2017;2;1;58;61;;1;59;60;;30;1;31;1;32;;33;12;33;3;48;;12;3;15;2;6;172;180;14;5;137;156;;2;44;46
2017;13/12/2017;112. A8-0350/2017 David McAllister ı 39/2 13/12/2017;1;;61;62;2;5;55;62;;34;2;36;10;24;;34;4;43;;47;;12;4;16;;2;184;186;;1;162;163;;1;46;47
2017;13/12/2017;113. A8-0350/2017 David McAllister ı 44/2 13/12/2017;;;62;62;;4;58;62;;35;1;36;12;22;;34;30;13;5;48;;13;3;16;;1;184;185;1;1;160;162;;1;46;47
2017;13/12/2017;114. A8-0350/2017 David McAllister Am 2 13/12/2017;2;57;1;60;;60;2;62;14;8;14;36;;31;3;34;6;40;1;47;2;11;2;15;1;176;7;184;7;137;18;162;3;1;40;44
2017;13/12/2017;115. A8-0350/2017 David McAllister ı 45/2 13/12/2017;3;1;58;62;51;5;4;60;;36;;36;1;29;4;34;3;43;;46;2;13;;15;2;2;179;183;9;7;144;160;1;40;5;46
2017;13/12/2017;116. A8-0350/2017 David McAllister Am 4 13/12/2017;3;56;2;61;;60;1;61;1;6;29;36;;30;3;33;4;42;1;47;2;11;2;15;;181;3;184;20;96;45;161;3;;44;47
2017;13/12/2017;117. A8-0350/2017 David McAllister ı 47/2 13/12/2017;1;4;57;62;2;6;53;61;;35;1;36;10;23;1;34;1;46;;47;;12;3;15;;7;175;182;6;18;130;154;1;44;1;46
2017;13/12/2017;118. A8-0350/2017 David McAllister ı 47/3 13/12/2017;2;7;53;62;;60;1;61;;35;1;36;5;28;;33;1;45;;46;;13;2;15;;1;180;181;8;10;132;150;3;40;1;44
2017;13/12/2017;119. A8-0350/2017 David McAllister RÇsolution 13/12/2017;2;;60;62;49;6;6;61;;36;;36;5;29;;34;5;41;;46;1;12;2;15;7;1;177;185;11;5;143;159;22;2;20;44
2017;13/12/2017;12. B8-0677/2017 ı 8, tiret 2 / 2/2 13/12/2017;;;63;63;37;1;25;63;;23;15;38;4;31;;35;9;2;38;49;4;7;6;17;;1;197;198;1;19;154;174;;;49;49
2017;13/12/2017;120. A8-0365/2017 Godelieve Quisthoudt-Rowohl ı 9/2 13/12/2017;;;62;62;;;60;60;14;14;6;34;6;27;;33;;3;45;48;;7;8;15;;;179;179;;;157;157;;;45;45
2017;13/12/2017;121. A8-0365/2017 Godelieve Quisthoudt-Rowohl ı 12 13/12/2017;;;62;62;12;12;35;59;15;;19;34;14;9;11;34;;;48;48;2;4;9;15;;;179;179;;;159;159;;;46;46
2017;13/12/2017;122. A8-0365/2017 Godelieve Quisthoudt-Rowohl Am 1 13/12/2017;1;;61;62;2;36;19;57;15;3;16;34;9;24;1;34;5;;43;48;1;7;7;15;13;59;99;171;1;5;152;158;;;47;47
2017;13/12/2017;123. A8-0365/2017 Godelieve Quisthoudt-Rowohl Am 2 13/12/2017;1;;61;62;6;40;14;60;18;15;1;34;;33;;33;2;;46;48;3;8;4;15;5;99;68;172;1;3;151;155;;;45;45
2017;13/12/2017;124. A8-0365/2017 Godelieve Quisthoudt-Rowohl ı 24/1 13/12/2017;;;61;61;;;59;59;13;;21;34;1;4;29;34;;;48;48;2;1;12;15;;2;172;174;;;160;160;;;47;47
2017;13/12/2017;125. A8-0365/2017 Godelieve Quisthoudt-Rowohl ı 32 13/12/2017;;;62;62;;;59;59;;;34;34;;4;30;34;;;48;48;1;2;12;15;;;175;175;;;157;157;;;47;47
2017;13/12/2017;126. A8-0365/2017 Godelieve Quisthoudt-Rowohl ı 51 13/12/2017;;;62;62;;1;58;59;14;17;2;33;5;28;1;34;3;40;5;48;;12;3;15;;;172;172;;;158;158;;1;46;47
2017;13/12/2017;127. A8-0365/2017 Godelieve Quisthoudt-Rowohl RÇsolution 13/12/2017;;;61;61;28;18;11;57;2;13;18;33;1;33;;34;40;3;5;48;1;14;;15;12;14;145;171;;;156;156;;;47;47
2017;13/12/2017;128. A8-0382/2017 Alyn Smith Am 2 13/12/2017;;1;58;59;;48;8;56;1;13;18;32;4;21;8;33;;;48;48;3;8;4;15;1;160;6;167;;;150;150;;;44;44
2017;13/12/2017;129. A8-0382/2017 Alyn Smith Am 3 13/12/2017;;1;59;60;4;44;5;53;3;10;18;31;2;22;6;30;;;47;47;3;8;4;15;;162;7;169;;;144;144;;;48;48
2017;13/12/2017;13. B8-0677/2017 Am 13 13/12/2017;;63;;63;1;59;3;63;15;;24;39;4;;31;35;7;40;2;49;;3;14;17;;197;1;198;1;173;;174;;49;;49
2017;13/12/2017;130. A8-0382/2017 Alyn Smith Recommandation 13/12/2017;;;57;57;1;;53;54;;18;15;33;5;22;5;32;10;34;2;46;1;8;6;15;;;160;160;;;146;146;;;46;46
2017;13/12/2017;14. B8-0677/2017 Am 14 13/12/2017;;63;;63;5;58;;63;19;;20;39;4;4;27;35;4;44;1;49;2;6;9;17;;198;;198;;175;;175;;46;;46
2017;13/12/2017;15. B8-0677/2017 ı 8, tiret 5 13/12/2017;;6;57;63;41;6;17;64;;23;16;39;1;33;1;35;;2;47;49;3;7;6;16;;2;195;197;1;;174;175;;;49;49
2017;13/12/2017;16. B8-0677/2017 Am 16 13/12/2017;;62;1;63;1;20;43;64;15;1;23;39;10;4;21;35;1;48;;49;2;3;12;17;;193;5;198;;174;;174;;48;;48
2017;13/12/2017;17. B8-0677/2017 Am 15 13/12/2017;;63;;63;4;61;;65;14;;25;39;4;;31;35;1;48;;49;;2;14;16;1;197;;198;1;172;;173;;49;;49
2017;13/12/2017;18. B8-0677/2017 Am 11 13/12/2017;;63;;63;1;63;1;65;15;;24;39;4;4;27;35;3;41;5;49;;3;12;15;;198;;198;1;174;;175;;48;;48
2017;13/12/2017;19. B8-0677/2017 Am 3 13/12/2017;;63;;63;3;61;;64;;;38;38;26;4;5;35;40;;9;49;3;3;10;16;;196;1;197;1;173;1;175;48;;1;49
2017;13/12/2017;2. B8-0677/2017 ı 1/2 13/12/2017;;;63;63;43;3;18;64;;24;14;38;1;33;;34;14;7;28;49;5;10;2;17;;;197;197;3;1;167;171;;;48;48
2017;13/12/2017;20. B8-0677/2017 ı 10 13/12/2017;;;62;62;41;1;22;64;15;22;2;39;2;33;;35;6;7;35;48;1;12;4;17;;1;195;196;1;;174;175;;;49;49
2017;13/12/2017;21. B8-0677/2017 ı 12/2 13/12/2017;;;63;63;40;1;21;62;3;19;17;39;;35;;35;7;4;38;49;4;11;2;17;;;197;197;;;175;175;;;49;49
2017;13/12/2017;22. B8-0677/2017 ı 13 13/12/2017;;1;62;63;41;1;23;65;3;18;18;39;5;30;;35;6;3;40;49;3;12;2;17;;;196;196;;;175;175;;;49;49
2017;13/12/2017;23. B8-0677/2017 ı 14 13/12/2017;;;62;62;41;6;18;65;3;21;15;39;2;33;;35;8;3;37;48;3;7;6;16;;;197;197;;;175;175;;;49;49
2017;13/12/2017;24. B8-0677/2017 Am 4 13/12/2017;;63;;63;2;62;1;65;;;39;39;4;4;27;35;5;39;5;49;;3;14;17;;197;1;198;;175;;175;;49;;49
2017;13/12/2017;25. B8-0677/2017 Am 5 13/12/2017;;63;;63;1;62;1;64;15;;24;39;3;6;26;35;3;44;2;49;2;9;6;17;;198;;198;;174;;174;;48;;48
2017;13/12/2017;26. B8-0677/2017 ConsidÇrant D 13/12/2017;;1;62;63;41;;24;65;;20;19;39;11;24;;35;5;;44;49;3;7;7;17;;;198;198;1;2;170;173;;;49;49
2017;13/12/2017;27. B8-0677/2017 Am 6 13/12/2017;;62;1;63;;1;62;63;1;;38;39;19;;16;35;;48;1;49;3;;13;16;;197;1;198;;172;2;174;;49;;49
2017;13/12/2017;28. B8-0677/2017 ConsidÇrant G/2 13/12/2017;;;63;63;;;65;65;;23;16;39;;35;;35;;;49;49;4;6;7;17;;;197;197;;1;174;175;;;49;49
2017;13/12/2017;29. B8-0677/2017 Am 7 13/12/2017;;63;;63;3;18;43;64;16;;23;39;10;4;21;35;3;46;;49;2;3;11;16;;195;1;196;;173;2;175;;49;;49
2017;13/12/2017;3. B8-0677/2017 Am 17 13/12/2017;;61;2;63;41;5;19;65;3;20;16;39;9;26;;35;22;;26;48;3;10;4;17;;191;6;197;2;145;29;176;43;;6;49
2017;13/12/2017;30. B8-0677/2017 ConsidÇrant M 13/12/2017;;;63;63;39;;26;65;2;20;16;38;4;30;1;35;5;1;43;49;4;7;6;17;;;198;198;;;173;173;;;49;49
2017;13/12/2017;31. B8-0677/2017 RÇsolution 13/12/2017;1;;62;63;38;2;23;63;4;19;16;39;4;31;;35;12;;37;49;5;9;3;17;;;198;198;3;1;170;174;1;;47;48
2017;13/12/2017;32. B8-0666/2017 RÇsolution 13/12/2017;;14;48;62;4;53;8;65;12;7;19;38;1;7;26;34;3;;46;49;;4;13;17;6;180;7;193;4;7;158;169;;;48;48
2017;13/12/2017;33. B8-0660/2017 Am 38 13/12/2017;;62;;62;;63;2;65;18;1;20;39;2;7;26;35;;;49;49;;7;10;17;;194;;194;158;5;11;174;36;1;11;48
2017;13/12/2017;34. B8-0660/2017 Am 39 13/12/2017;;62;;62;1;62;1;64;;21;17;38;23;12;;35;3;;45;48;5;8;4;17;;195;;195;6;162;4;172;45;1;2;48
2017;13/12/2017;35. B8-0660/2017 Am 40 13/12/2017;1;53;7;61;2;59;3;64;4;15;19;38;1;14;20;35;;;49;49;2;8;7;17;1;186;7;194;;;174;174;;;47;47
2017;13/12/2017;36. B8-0660/2017 ı 6 13/12/2017;;6;56;62;;62;2;64;1;23;15;39;9;26;;35;5;11;33;49;;13;4;17;6;12;178;196;3;7;163;173;;;49;49
2017;13/12/2017;37. B8-0660/2017 Am 43 13/12/2017;;51;12;63;;8;57;65;17;3;19;39;2;7;26;35;;;49;49;2;5;10;17;;;197;197;3;;169;172;;;48;48
2017;13/12/2017;38. B8-0660/2017 Am 44 13/12/2017;;50;13;63;;61;4;65;1;19;19;39;9;13;13;35;;;48;48;2;8;6;16;;;195;195;;;173;173;;;49;49
2017;13/12/2017;39. B8-0660/2017 Am 9 13/12/2017;1;49;13;63;;63;2;65;2;16;21;39;;8;27;35;;;49;49;3;6;8;17;;174;22;196;4;154;12;170;;45;1;46
2017;13/12/2017;4. B8-0677/2017 Am 1/1 13/12/2017;4;1;58;63;2;;63;65;;;39;39;1;24;10;35;3;;46;49;2;5;10;17;;3;195;198;;1;174;175;2;;46;48
2017;13/12/2017;40. B8-0660/2017 Am 28 13/12/2017;;22;41;63;;2;63;65;17;21;1;39;8;5;22;35;5;41;3;49;2;5;8;15;;21;176;197;1;11;160;172;;49;;49
2017;13/12/2017;41. B8-0660/2017 ı 19 13/12/2017;2;44;17;63;5;52;8;65;3;19;17;39;1;22;12;35;;;48;48;1;8;8;17;;170;26;196;1;;171;172;;1;48;49
2017;13/12/2017;42. B8-0660/2017 ı 21/1 13/12/2017;1;;62;63;;5;60;65;;;39;39;2;;33;35;;;49;49;1;3;13;17;;;197;197;;;172;172;;;49;49
2017;13/12/2017;43. B8-0660/2017 ı 21/2 13/12/2017;;3;58;61;1;56;7;64;17;;22;39;3;;31;34;;;48;48;1;7;9;17;;1;192;193;;;168;168;;;48;48
2017;13/12/2017;44. B8-0660/2017 Am 10 13/12/2017;1;47;14;62;6;49;10;65;17;2;20;39;1;7;27;35;;;49;49;;5;12;17;4;166;27;197;3;5;165;173;;;49;49
2017;13/12/2017;45. B8-0660/2017 Am 46 13/12/2017;;50;13;63;;5;59;64;1;19;19;39;1;12;22;35;;;49;49;;4;13;17;1;170;24;195;3;;169;172;;;48;48
2017;13/12/2017;46. B8-0660/2017 Am 14/1 13/12/2017;3;43;17;63;;;65;65;2;18;18;38;2;11;21;34;1;;48;49;;1;16;17;8;162;25;195;6;13;152;171;;;49;49
2017;13/12/2017;47. B8-0660/2017 Am 14/2 13/12/2017;3;45;15;63;6;52;7;65;1;18;18;37;2;11;22;35;2;;47;49;;5;12;17;7;165;24;196;4;13;153;170;;;48;48
2017;13/12/2017;48. B8-0660/2017 Am 14/3 13/12/2017;3;52;8;63;3;54;8;65;2;18;18;38;2;11;22;35;4;2;43;49;;5;12;17;5;168;22;195;4;17;146;167;1;;48;49
2017;13/12/2017;49. B8-0660/2017 ı 35 13/12/2017;;47;15;62;;64;1;65;;23;16;39;7;27;;34;4;12;33;49;2;12;3;17;1;143;49;193;2;6;166;174;;;49;49
2017;13/12/2017;5. B8-0677/2017 Am 8 13/12/2017;;62;1;63;2;63;;65;;;39;39;20;6;9;35;5;42;2;49;3;5;9;17;;198;;198;1;172;2;175;;49;;49
2017;13/12/2017;50. B8-0660/2017 Am 11 13/12/2017;;55;7;62;;57;8;65;1;21;17;39;5;10;20;35;7;;42;49;;6;11;17;1;176;18;195;6;;168;174;;;46;46
2017;13/12/2017;51. B8-0660/2017 Am 6 13/12/2017;;53;9;62;;62;3;65;;22;17;39;1;33;;34;2;;46;48;4;12;1;17;2;192;;194;3;;168;171;;;47;47
2017;13/12/2017;52. B8-0660/2017 ı 52 13/12/2017;2;42;17;61;2;52;11;65;4;19;16;39;7;12;16;35;;;47;47;3;5;8;16;;169;26;195;1;;172;173;;;48;48
2017;13/12/2017;53. B8-0660/2017 ı 55 13/12/2017;;58;3;61;;57;8;65;16;20;3;39;;22;12;34;1;;48;49;;7;9;16;1;192;4;197;130;1;41;172;;3;45;48
2017;13/12/2017;54. B8-0660/2017 Am 31 13/12/2017;;15;48;63;;2;62;64;;36;3;39;2;11;22;35;2;44;3;49;2;5;10;17;;2;195;197;3;14;155;172;;47;2;49
2017;13/12/2017;55. B8-0660/2017 Am 7 13/12/2017;2;5;56;63;;4;61;65;;20;19;39;15;12;8;35;;;49;49;2;5;9;16;;187;6;193;2;;169;171;;;48;48
2017;13/12/2017;56. B8-0660/2017 ı 79/1 13/12/2017;1;45;17;63;;;65;65;;23;16;39;;15;19;34;;;49;49;2;2;12;16;;2;193;195;;;171;171;;;47;47
2017;13/12/2017;57. B8-0660/2017 ı 79/2 13/12/2017;;4;57;61;1;61;3;65;;22;16;38;10;25;;35;7;3;39;49;;15;2;17;;130;63;193;158;;15;173;;;48;48
2017;13/12/2017;58. B8-0660/2017 ı 85 13/12/2017;1;47;15;63;;53;9;62;2;19;18;39;4;28;3;35;;;49;49;2;11;4;17;1;191;1;193;;1;171;172;;;48;48
2017;13/12/2017;59. B8-0660/2017 Am 8 13/12/2017;;55;8;63;;62;3;65;;19;20;39;23;12;;35;;;49;49;1;10;5;16;1;177;17;195;137;1;34;172;;;47;47
2017;13/12/2017;6. B8-0677/2017 ı 3/3 13/12/2017;;;63;63;44;2;19;65;1;22;16;39;5;29;1;35;1;;48;49;5;9;3;17;;;198;198;;;174;174;;;49;49
2017;13/12/2017;60. B8-0660/2017 ı 92 13/12/2017;1;3;59;63;1;55;8;64;3;18;18;39;1;33;1;35;6;3;40;49;2;14;1;17;1;165;30;196;;;171;171;;1;47;48
2017;13/12/2017;61. B8-0660/2017 ı 98/1 13/12/2017;;2;60;62;;;64;64;;18;21;39;16;8;11;35;;;49;49;4;3;9;16;1;3;193;197;;1;171;172;;;47;47
2017;13/12/2017;62. B8-0660/2017 ı 98/2 13/12/2017;;61;2;63;4;57;3;64;;35;4;39;;35;;35;2;1;46;49;3;11;3;17;1;173;22;196;2;131;38;171;;;49;49
2017;13/12/2017;63. B8-0660/2017 ı 102/1 13/12/2017;;;63;63;;51;14;65;;22;17;39;7;8;20;35;;1;48;49;2;12;3;17;;;196;196;;;170;170;;;48;48
2017;13/12/2017;64. B8-0660/2017 ı 102/2 13/12/2017;;;63;63;;;65;65;;21;17;38;;15;20;35;;1;47;48;3;7;7;17;;1;195;196;;;170;170;;;48;48
2017;13/12/2017;65. B8-0660/2017 ı 108 13/12/2017;;;62;62;;;65;65;;23;16;39;2;16;17;35;2;3;44;49;2;6;9;17;;;197;197;;;173;173;;;48;48
2017;13/12/2017;66. B8-0660/2017 ı 115 13/12/2017;1;55;7;63;7;55;3;65;;20;19;39;7;28;;35;1;;48;49;2;12;3;17;3;170;23;196;151;1;21;173;;;49;49
2017;13/12/2017;67. B8-0660/2017 ı 120 13/12/2017;;10;53;63;55;1;8;64;;18;19;37;2;8;25;35;;;47;47;3;6;7;16;;1;196;197;;;173;173;;;49;49
2017;13/12/2017;68. B8-0660/2017 ı 122 13/12/2017;;49;14;63;1;61;3;65;;19;19;38;22;13;;35;;;48;48;3;9;5;17;1;182;11;194;;;171;171;;;49;49
2017;13/12/2017;69. B8-0660/2017 Am 18 13/12/2017;;62;;62;1;59;4;64;16;4;19;39;7;6;21;34;1;41;7;49;1;5;9;15;;195;1;196;;170;1;171;7;35;6;48
2017;13/12/2017;7. B8-0677/2017 ı 3/4 13/12/2017;;;63;63;41;1;23;65;;22;17;39;3;32;;35;1;2;46;49;4;10;3;17;;;198;198;;1;173;174;;;49;49
2017;13/12/2017;70. B8-0660/2017 ı 131 13/12/2017;;3;60;63;1;53;9;63;;19;20;39;1;8;26;35;;;49;49;;5;12;17;1;3;191;195;;;173;173;;;47;47
2017;13/12/2017;71. B8-0660/2017 Am 12 13/12/2017;2;51;10;63;5;53;7;65;17;2;20;39;2;6;27;35;;1;48;49;;5;12;17;1;174;19;194;;1;168;169;;;49;49
2017;13/12/2017;72. B8-0660/2017 Am 19 13/12/2017;1;55;5;61;;64;1;65;17;2;20;39;6;6;23;35;6;38;4;48;;5;10;15;;193;4;197;1;172;;173;7;37;5;49
2017;13/12/2017;73. B8-0660/2017 ı 143 13/12/2017;;57;4;61;1;61;3;65;;20;19;39;9;11;15;35;;;49;49;;9;8;17;1;171;22;194;1;;169;170;;;47;47
2017;13/12/2017;74. B8-0660/2017 ı 145 13/12/2017;1;52;9;62;1;60;3;64;;20;19;39;7;27;1;35;;;49;49;;12;5;17;1;195;2;198;;;172;172;;;48;48
2017;13/12/2017;75. B8-0660/2017 Am 1S 13/12/2017;;61;1;62;53;12;;65;;19;20;39;13;15;7;35;;48;1;49;7;5;5;17;;195;1;196;;170;1;171;;48;;48
2017;13/12/2017;76. B8-0660/2017 Am 36 13/12/2017;;3;56;59;;3;62;65;17;15;6;38;1;6;28;35;7;41;1;49;;6;11;17;;1;196;197;19;56;94;169;;3;45;48
2017;13/12/2017;77. B8-0660/2017 Am 2 13/12/2017;;62;;62;5;60;;65;2;23;10;35;;33;2;35;;48;1;49;1;15;;16;;197;;197;;171;;171;;47;;47
2017;13/12/2017;78. B8-0660/2017 Am 22 13/12/2017;;60;1;61;2;59;3;64;;;39;39;5;;30;35;6;38;4;48;1;5;8;14;;196;;196;;170;2;172;6;39;1;46
2017;13/12/2017;79. B8-0660/2017 ı 194 13/12/2017;;46;16;62;;61;2;63;;21;18;39;2;31;;33;4;7;38;49;2;13;1;16;;175;21;196;1;5;163;169;;;46;46
2017;13/12/2017;8. B8-0677/2017 Am 10 13/12/2017;;63;;63;2;18;45;65;2;;37;39;4;;31;35;6;41;2;49;2;2;13;17;;193;5;198;;174;1;175;;47;1;48
2017;13/12/2017;80. B8-0660/2017 Am 3S 13/12/2017;;59;1;60;3;56;5;64;;17;22;39;;26;8;34;;48;1;49;1;9;5;15;;195;;195;2;166;3;171;;45;1;46
2017;13/12/2017;81. B8-0660/2017 Am 4S 13/12/2017;;59;1;60;4;57;4;65;;17;21;38;7;20;8;35;;48;1;49;1;8;7;16;1;46;150;197;3;166;;169;;44;;44
2017;13/12/2017;82. B8-0660/2017 ı 201 13/12/2017;;4;58;62;;62;3;65;;19;19;38;1;19;15;35;3;;46;49;4;7;4;15;;177;20;197;4;;165;169;;;46;46
2017;13/12/2017;83. B8-0660/2017 ı 202 13/12/2017;;;62;62;;57;8;65;;19;20;39;1;8;26;35;;1;48;49;;5;11;16;;7;190;197;1;;170;171;;;47;47
2017;13/12/2017;84. B8-0660/2017 Am 5S 13/12/2017;;60;1;61;1;4;59;64;;1;38;39;2;;32;34;1;35;10;46;1;3;12;16;6;183;8;197;1;164;5;170;;43;4;47
2017;13/12/2017;85. B8-0660/2017 Recommandation 13/12/2017;;4;58;62;53;4;8;65;3;19;16;38;27;8;;35;34;;15;49;7;7;2;16;8;5;183;196;4;3;163;170;;;47;47
2017;13/12/2017;86. A8-0351/2017 Michael Gahler ı 4/1 13/12/2017;1;2;58;61;;1;64;65;16;18;1;35;1;34;;35;3;41;5;49;;13;3;16;1;2;188;191;10;1;155;166;;1;45;46
2017;13/12/2017;87. A8-0351/2017 Michael Gahler Am 5 13/12/2017;3;58;1;62;19;4;42;65;;15;22;37;5;4;26;35;;;48;48;1;;15;16;;192;;192;2;160;3;165;41;;5;46
2017;13/12/2017;88. A8-0351/2017 Michael Gahler Am 15 13/12/2017;1;58;2;61;4;59;2;65;31;4;2;37;5;28;2;35;4;44;;48;2;11;3;16;1;192;;193;11;146;10;167;1;1;45;47
2017;13/12/2017;89. A8-0351/2017 Michael Gahler ı 13/2 13/12/2017;5;2;54;61;;64;1;65;;36;1;37;2;31;1;34;1;47;;48;1;14;1;16;7;1;183;191;10;11;144;165;1;46;1;48
2017;13/12/2017;9. B8-0677/2017 Am 9 13/12/2017;;63;;63;4;56;4;64;;16;23;39;4;1;30;35;;49;;49;2;6;9;17;;198;;198;;175;;175;;48;;48
2017;13/12/2017;90. A8-0351/2017 Michael Gahler Am 6S 13/12/2017;1;60;1;62;18;6;40;64;1;1;33;35;;5;30;35;1;;48;49;1;2;13;16;;189;;189;4;148;10;162;;1;45;46
2017;13/12/2017;91. A8-0351/2017 Michael Gahler Am 16 13/12/2017;;58;3;61;;62;1;63;17;4;15;36;8;11;16;35;27;3;18;48;3;8;5;16;1;187;2;190;8;135;19;162;1;1;46;48
2017;13/12/2017;92. A8-0351/2017 Michael Gahler ı 16/2 13/12/2017;4;1;56;61;40;1;24;65;;36;1;37;8;22;5;35;;48;;48;2;13;1;16;;10;183;193;24;55;84;163;;47;1;48
2017;13/12/2017;93. A8-0351/2017 Michael Gahler Am 17 13/12/2017;1;54;4;59;;64;1;65;31;4;2;37;5;23;4;32;29;13;5;47;3;7;3;13;;190;2;192;8;141;14;163;;1;45;46
2017;13/12/2017;94. A8-0351/2017 Michael Gahler Am 7S 13/12/2017;3;56;2;61;1;6;58;65;;15;21;36;5;5;25;35;3;1;44;48;;2;14;16;;192;1;193;24;133;8;165;1;45;1;47
2017;13/12/2017;95. A8-0351/2017 Michael Gahler Am 19 13/12/2017;;57;5;62;18;5;42;65;14;4;19;37;7;10;18;35;38;8;3;49;3;4;7;14;;192;2;194;21;125;20;166;1;1;45;47
2017;13/12/2017;96. A8-0351/2017 Michael Gahler Am 20 13/12/2017;;59;2;61;1;63;1;65;33;2;2;37;9;25;1;35;41;5;3;49;3;11;2;16;1;188;2;191;8;125;33;166;2;;46;48
2017;13/12/2017;97. A8-0351/2017 Michael Gahler Am 21 13/12/2017;4;55;3;62;1;7;57;65;16;4;17;37;1;10;24;35;10;;39;49;2;3;11;16;;190;1;191;23;131;12;166;1;1;45;47
2017;13/12/2017;98. A8-0351/2017 Michael Gahler Am 8 13/12/2017;;61;;61;1;62;2;65;;15;22;37;5;6;24;35;4;1;42;47;;3;13;16;;191;1;192;2;159;3;164;2;46;;48
2017;13/12/2017;99. A8-0351/2017 Michael Gahler Am 22 13/12/2017;;56;5;61;37;27;;64;20;3;14;37;10;22;3;35;31;6;11;48;2;8;6;16;;188;1;189;25;128;10;163;1;1;46;48
2017;14/12/2017;1. RC-B8-0691/2017 RÇsolution 14/12/2017;;50;1;51;1;1;51;53;10;;19;29;5;10;13;28;;44;;44;;3;10;13;1;;150;151;1;137;;138;;37;;37
2017;14/12/2017;10. A8-0387/2017 Notis Marias Am 13 14/12/2017;3;;52;55;2;57;2;61;;16;17;33;;13;18;31;;;48;48;2;8;4;14;;177;3;180;;;157;157;;;46;46
2017;14/12/2017;11. A8-0387/2017 Notis Marias Am 17S 14/12/2017;8;18;28;54;1;;58;59;15;17;2;34;5;16;10;31;;47;1;48;;6;8;14;;;179;179;;153;4;157;1;42;2;45
2017;14/12/2017;12. A8-0387/2017 Notis Marias Am 14 14/12/2017;1;51;3;55;46;5;10;61;1;14;19;34;1;4;26;31;;39;9;48;5;4;5;14;;2;178;180;;158;;158;;44;;44
2017;14/12/2017;13. A8-0387/2017 Notis Marias RÇsolution 14/12/2017;;6;49;55;49;4;8;61;;16;18;34;;27;4;31;;;48;48;4;9;1;14;8;144;28;180;;;155;155;;;45;45
2017;14/12/2017;14. A8-0356/2017 Bas Eickhout ı 20/1 14/12/2017;;3;49;52;3;49;8;60;1;15;18;34;1;30;;31;13;3;32;48;;11;3;14;;1;176;177;5;;152;157;;;44;44
2017;14/12/2017;15. A8-0356/2017 Bas Eickhout ı 20/2 14/12/2017;;3;50;53;2;55;4;61;;16;18;34;;31;;31;3;5;38;46;2;12;;14;14;39;125;178;12;;144;156;;;44;44
2017;14/12/2017;16. A8-0356/2017 Bas Eickhout ı 85/1 14/12/2017;2;15;36;53;;52;8;60;;20;13;33;;31;;31;3;2;40;45;;11;3;14;3;168;7;178;2;;154;156;;;44;44
2017;14/12/2017;17. A8-0356/2017 Bas Eickhout ı 85/2 14/12/2017;2;14;35;51;3;55;1;59;3;17;13;33;;31;;31;4;;41;45;2;12;;14;7;163;1;171;2;1;152;155;;;43;43
2017;14/12/2017;18. A8-0356/2017 Bas Eickhout ı 86 14/12/2017;;17;36;53;;57;3;60;;20;13;33;1;30;;31;1;1;42;44;3;7;4;14;7;167;2;176;;;156;156;;;44;44
